text,label
xfxfxxad glad well glad that many went through this glad that experience mightxexxa,-1
cars replaceable loved ones glad youre,-1
glad glad,-1
nope they certainly glad someone here realizes this,1
xexxcixexxm glad ixexxm awakexexxd xfxfxxadxfxfxxadxfxfxxad,-1
itxexxs glad feeling better,-1
ixexxm glad about making ixexxm glad about eddie making xfxfxxa,-1
have glad havenxexxt,-1
grapple with sure when pedos down finds their storxexxa,-1
glad still here glad ainxexxt because dude named glenn lmao,-1
they didntdid theynim glad their deadthey were only companionsnnow theres basicallyxexxa,-1
this twitter some will angry because mentioned some will what does xexxcrejoicexexxd mexexxa,1
glad,-1
july thing america where didnt know were there nglad hear yxexxa,0
just explain cause differences notice need resolve thxexxa,-1
just firmly against people showing disrespectful obnoxious behavior thread made veryxexxa,1
bfor every nasty tweet death threat demand harm myself ixexxve received this weekend ixexxll donating plaxexxa,1
dont deserve life cares that hurting myself hurting around fair justxexxa,1
just angry slammed head wall whoops xfxfxxadxfxfxxad wonxexxt harm others ixexxll harm myself,1
bmight fuck around emotionally harm myself rewatching,1
when always when scars from started having litterally panicxexxa,0
hope help doesnt injure himself have left feet very careful abxexxa,-1
thanks reminder xfxfxxaf spot imbibe much itxexxll death thatxexxs ixexxa,1
translation dont wear mask because cannot fathom that actions could directly hxexxa,0
ixexxm sorry fatshamed adult telling harm myself theyxexxre horrible person ixexxa,1
childhood quiet didnt like bother people naughty then will answer naughtyxexxa,0
could physically harm myself doing that,1
wish could harm myself,1
bfun fact dont feel much pain when hurt while youre drunknthis means harm myself easily,1
selfharm hitting every single xfxfxx coach already warned need shut body till ixexxa,1
bdid just save myself harm myself,1
will harm myself that this angry twitter user telling because cannot handle criticism hmmmmm,1
bathed looks like harm myselfxfxfxx,1
breece james makes wanna harm myself,1
would never harm myself damn ixexxm vibing with this whole living thing,-1
also have self destructive issues like harm myself every possible,1
told self harm myself choke because have playing anyway report this account nexexxa,1
paranoid because unlike weed that makes aware surroundings over stimulated fxexxa,0
bcannot stress enough that matter things will never physically harm myself,0
self validation doesnt start withxexxa,0
dangerous person least only harm myself,1
often think about time asked vasectomy goes cant believe youre asking serixexxa,0
dont harm yourself harm myself teach lesson just sick being severely depressed xfxfxaxbaxfxfxaxba,1
biggest flex that might depressed never tried harm myself,1
would harm myself went york they some hoes,1
bslit wrist things were going head didnxexxt wanted what doing didnxexxt opxexxa,0
bhow devils want make harm myself today,1
finger shes never going into kitchen again give break burn harm myself thxexxa,1
again ready probably harm myself with some selfmedication because sick,1
bthis feeling makes want itxexxs distressing that feel overwhelmed want harm myself,1
called rcmp octoberfalse report that wanted harm myself when just wanted gxexxa,1
never tried self harm myself,-1
meed mini pisau real same time dont want harm myself used sebab thats onlyxexxa,-1
selfharm hitting every single xfxfxx coach already warned need shut body ofxexxa,1
this kind threatening makes selfharming actions responsibility itxexxs saying xexxthe consequences your actixexxa,0
will soon months clean from only what want fucking hard every time havxexxa,-1
something most with self destructive behaviors relate empathize greatly with this ixexxa,1
told doctor feeling little depressed asked usual want harm myself oxexxa,1
they lying just because ixexxm expose truth what they doing here xfxfxx ixexxm good yxexxall love selxexxa,-1
bsee they lying just because ixexxm expose truth what they doing here xfxfxx ixexxm good yxexxall love myxexxa,-1
bedtwt would stared kicked went public woman whos very clearly underweighthas exexxa,-1
xexxa,0
xexxa,0
band explain drunk forgot anyone notices reality actually just weak that brain couxexxa,1
bwhen never been suicidal never have been dont have suicidal tendency ideation have desire txexxa,-1
harm myself emotionally mentally have idea,1
njesus holy spirit teach forgive forgive brothers disloyalty betrayalxexxa,-1
njesus holy spirit teach forgive forgive brothers malice towards whyxexxa,-1
bppl gone think been trying harm myself,1
will make point harm myself this evening,1
bwondering could harm myself again after years hshshs maaf lagi gila,1
couldnt imagine being this dumb trying harm myself because bunch nofaces hwurt fweelingsxexxa,1
bthis tweet referring leaving twitter would never harm myselfxexdxaxefxbxf leave twitter,-1
bthe corrupt corrupt corrupt corrupt will harm myself,1
take accountability what words have meaning impact people plxexxa,0
donxexxt want better want feel swish ixexxd harm myself,0
someone tried kill themself point time fuck reporting what contentna virus maxexxa,1
dont want want softly harm myself death,1
that list would even care about this trans people such small group wxexxa,-1
bcall shia self harm myself,1
donxexxt know would call this subjective because believe jusxexxa,0
bsometimes wonder would people think insane they read everything this account know been told toxexxa,1
bthis kind threatening makes selfharming actions responsibility itxexxs saying xexxthe consequences your axexxa,0
yxexxall want tell that ixexxm good writing that should also write autobiography about lived andxexxa,-1
bdeaths possession blood very draining technique pull will tire fuck basically ixexxa,1
bthis godsend feel normal again more moodiness more urges harm myself more aggressiveness orxexxa,1
niggas tryna make sure harm myself today lmaoo,1
bniggas tryna make sure harm myself today lmaoo,1
bcontext that doing great mentally posted message discord that understandably read like aboxexxa,-1
seem goofy times point where takes seriously deep down inside wanna harm myselfxexxa,1
gonna harm myself others,1
bwhenever ixexxm trouble ixexxll always have friends coming cakap xexxrisauxexx pesan xexxjangan buat perkara yangxexxa,-1
bthe more work this more want physically harm myself,1
obsessed with doll parts self harm myself,1
this what used tell mama have tattoos donxexxt other things harm myself xfxfxaxbxfxfxxadxfxfxxadxfxfxxad,1
definition abuse have harm myself prove care about absolute insanity,1
really characters quite limiting make point worry overly much axexxa,1
bwhy would make anti madelyn twitter shexexxs someone helped harm myself love ixexxa,1
itxexxs best want physically harm myself when tweets,-1
weak harm myself cheapsters like responsible everyone needs hxexxa,1
band before anyone yeah fine dont harm myself during these times just depressed thoughts stuff ixexxa,-1
from antlers curative mist began drip gentle healing using much enerxexxa,-1
donxexxt even know harm myself anything that wonxexxt obvious since only wear regular tees hate itxexxa,1
bixexxm going actively harm myself this shift,1
bplease somebody help cant anymore losing mind want harm myself just this stresxexxa,-1
miss harm myself,1
donovan mitchell goes knicks might harm myself others,1
bive never been depressed point have harm myself like cutting myself judging anyone doxexxa,-1
thank things happening right grandfathergodfather passed away suddenly wxexxa,-1
honestly ixexxll take king just happy didnxexxt tell harm myself some disease,-1
wont harm myself wearing,-1
xexxa forever winter like taylor talking encouraging harm myself preventsxexxa,-1
with planning harm myself others this situation special favor ubers fxexxa,-1
take exactly prescribed been last forty years have been taking that medixexxa,0
would never harm anyone feelings blame anyone problems harm myself wouxexxa,1
will also note that been most vital positive changes adult life termsxexxa,-1
true actively sought harm myself take anger,1
understand volunteer local humane society after minwith puppies look like somexexxa,-1
today another sanctuary actually suggested harm myself because asked help because failed secure fundinxexxa,1
nice know only wanna watch harm myself from your comfortable seat within walls,-1
biggest flex that might depressed never tried harm myself,1
will harm myself united donxexxt sign jong mentally withstand matches mcfred,1
this form terrorism dont language going harm myself,1
bliterally need angles charts specificity need know what happens after what narrative meanxexxa,0
guess should that shouldnt worry about going harm myself just want away fromxexxa,1
donxexxt with either donovan might seriously harm myself,1
happy bday harm myself,-1
question will harm myself your fault,1
sometimes just want allnnmy therapist ashleyxexxannme donxexxt want harm mxexxa,1
would never write suicide letter would attempt harm myself ever missing onboard worst ifxexxa,1
hate when people think suicidal just because self harm myself also have diary where wrote aftexexxa,1
thank protecting children from harm myself being nurse doctor researcher have axexxa,1
donxexxt know ball ixexxll harm myself instagram live,1
agree with harm myself argument blackmail,1
bremember when tried donate plasma very gentrified plsma they took look scars sawxexxa,0
donxexxt with either donovan might seriously harm myself,1
died heart attack weeks been really struggling with feeling touch with thexexxa,1
byou wanna watch harm myself this little ixexxm gonna need least couple donations charitablexexxa,1
byou know whats only really thing about getting better nights like these couple years comfoxexxa,-1
made promise remember that promise promised harm myself matter hxexxa,-1
have hear this dumb theory more time ixexxm gonna harm myself,1
btoday another sanctuary actually suggested harm myself because asked help because failed securexexxa,1
